id,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
8710450,3,30,3.0,7.0,1125.0,1125.0,3.1,1125.0
8737926,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8741535,2,4,2.0,2.0,1125.0,1125.0,2.0,1125.0
8796084,2,1125,2.0,4.0,1125.0,1125.0,3.2,1125.0
8809662,182,1125,182.0,182.0,1125.0,1125.0,182.0,1125.0
8811756,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8846542,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
8865233,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8902602,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
8933705,31,1125,31.0,31.0,46.0,1125.0,31.0,495.0
8964989,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0
8965848,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0
8967165,2,105,2.0,2.0,1125.0,1125.0,2.0,1125.0
8992704,3,360,3.0,3.0,360.0,360.0,3.0,360.0
9012148,3,30,3.0,3.0,30.0,30.0,3.0,30.0
9028780,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9094563,1,89,1.0,1.0,89.0,89.0,1.0,89.0
9113304,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9116972,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
9138022,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9156290,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0
9168908,4,1125,2.0,7.0,1125.0,1125.0,3.7,1125.0
9171118,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
9177409,2,28,2.0,31.0,1125.0,1125.0,2.8,1125.0
9215039,4,65,4.0,4.0,65.0,65.0,4.0,65.0
9282899,2,45,2.0,2.0,1125.0,1125.0,2.0,1125.0
9283035,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0
9318555,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
9329121,31,500,31.0,31.0,500.0,500.0,31.0,500.0
9360247,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9363284,2,105,2.0,2.0,1125.0,1125.0,2.0,1125.0
9371337,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
9396904,28,90,14.0,28.0,90.0,90.0,25.5,90.0
9410545,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
9428134,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9430567,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9473056,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9489305,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
9496542,31,31,31.0,31.0,31.0,31.0,31.0,31.0
9546364,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9551164,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9569468,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9576995,120,600,120.0,120.0,1125.0,1125.0,120.0,1125.0
9586160,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9596736,4,90,4.0,4.0,90.0,90.0,4.0,90.0
9616203,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9624481,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9644823,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
9651139,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9651530,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9674217,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9684458,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9694072,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9697108,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9704912,20,60,20.0,20.0,60.0,60.0,20.0,60.0
9708633,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9727618,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9732220,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
9788818,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9789180,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
9807973,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9854986,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0
9855531,31,40,31.0,31.0,1125.0,1125.0,31.0,1125.0
9855547,31,40,31.0,31.0,40.0,40.0,31.0,40.0
9902178,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9907100,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
9920493,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9949954,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9954831,3,30,3.0,3.0,30.0,30.0,3.0,30.0
9972284,31,90,31.0,31.0,90.0,90.0,31.0,90.0
9973170,2,1125,1.0,2.0,1125.0,1125.0,1.9,1125.0
9975625,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
9993065,3,6,3.0,3.0,6.0,6.0,3.0,6.0
10012298,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10021464,3,90,3.0,3.0,90.0,90.0,3.0,90.0
10021714,3,365,3.0,3.0,365.0,365.0,3.0,365.0
10021958,3,365,3.0,3.0,365.0,365.0,3.0,365.0
10033854,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10059402,3,30,3.0,3.0,30.0,30.0,3.0,30.0
10059646,3,90,3.0,3.0,90.0,90.0,3.0,90.0
10066573,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10082572,28,120,28.0,28.0,1125.0,1125.0,28.0,1125.0
10097934,2,365,2.0,4.0,1125.0,1125.0,3.2,1125.0
10104715,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
10173162,600,600,600.0,600.0,600.0,600.0,600.0,600.0
10257241,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10292197,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10311634,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
10343356,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
10368464,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10384001,2,365,2.0,4.0,365.0,365.0,3.2,365.0
10403348,2,105,2.0,2.0,1125.0,1125.0,2.0,1125.0
10405545,31,1125,1.0,31.0,1125.0,1125.0,30.3,1125.0
10407841,31,365,31.0,31.0,365.0,365.0,31.0,365.0
10408566,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10418749,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10429628,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10436526,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
10453467,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10477909,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
10526371,1,100,1.0,3.0,1125.0,1125.0,3.0,1125.0
10542403,3,340,1.0,3.0,30.0,1125.0,3.0,1122.5
10543751,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10543985,31,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
10544363,2,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
10551108,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
10560532,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10574467,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
10575202,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10589940,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10617103,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10626368,2,14,2.0,2.0,14.0,14.0,2.0,14.0
10636648,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10651132,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10659762,31,700,31.0,31.0,700.0,700.0,31.0,700.0
10660007,120,1125,120.0,120.0,1125.0,1125.0,120.0,1125.0
10685388,1,7,1.0,1.0,7.0,7.0,1.0,7.0
10694497,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
10787059,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
10788926,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0
10790909,31,180,31.0,31.0,1125.0,1125.0,31.0,1125.0
10808441,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
10860997,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
10875641,2,90,2.0,2.0,90.0,90.0,2.0,90.0
10880153,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
10923786,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0
10948027,1,7,1.0,1.0,1125.0,1125.0,1.0,1125.0
10978189,3,29,3.0,3.0,29.0,29.0,3.0,29.0
10999657,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11031634,31,365,31.0,31.0,365.0,365.0,31.0,365.0
11031641,1,90,1.0,2.0,1125.0,1125.0,1.3,1125.0
11036034,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0
11087176,31,120,31.0,31.0,120.0,120.0,31.0,120.0
11105778,31,365,31.0,31.0,365.0,365.0,31.0,365.0
11126528,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
11144448,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
11168876,3,1125,3.0,31.0,1125.0,1125.0,3.8,1125.0
11176974,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11183754,3,8,3.0,3.0,8.0,8.0,3.0,8.0
11184153,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
11241307,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11253591,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11296745,31,300,31.0,31.0,300.0,300.0,31.0,300.0
11299890,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11317188,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11357292,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11371592,31,500,31.0,31.0,500.0,500.0,31.0,500.0
11408835,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11413391,31,365,31.0,31.0,365.0,365.0,31.0,365.0
11436980,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11455321,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11513680,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11514239,31,1450,31.0,31.0,1125.0,1125.0,31.0,1125.0
11528631,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11529762,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11530845,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11544564,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
11553508,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11553692,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
11555687,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11566779,31,355,31.0,31.0,1125.0,1125.0,31.0,1125.0
11599968,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11604073,2,1125,1.0,2.0,1125.0,1125.0,1.5,1125.0
11637325,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
11639515,1,14,1.0,1.0,14.0,14.0,1.0,14.0
11689750,14,365,14.0,14.0,1125.0,1125.0,14.0,1125.0
11692311,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
11714338,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11720627,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11721962,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
11759609,31,1125,2.0,31.0,1125.0,1125.0,30.2,1125.0
11767916,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
11797378,31,365,31.0,31.0,365.0,365.0,31.0,365.0
11809415,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11838693,1,4,1.0,3.0,1125.0,1125.0,1.1,1125.0
11848786,31,700,31.0,31.0,700.0,700.0,31.0,700.0
11851356,4,30,4.0,4.0,30.0,30.0,4.0,30.0
11865642,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0
11866275,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
11868093,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11868625,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
11888245,31,1000,31.0,31.0,1125.0,1125.0,31.0,1125.0
11911646,31,770,4.0,7.0,1125.0,1125.0,6.9,1125.0
11946738,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11970099,31,500,31.0,31.0,500.0,500.0,31.0,500.0
11970434,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
11990568,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0
12035781,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0
12088417,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12107868,31,93,31.0,31.0,93.0,93.0,31.0,93.0
12113216,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
12152132,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12152164,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12173928,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
12183872,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12186429,10,90,10.0,10.0,90.0,90.0,10.0,90.0
12193565,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12202079,3,90,3.0,3.0,90.0,90.0,3.0,90.0
12219364,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12223526,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12243205,2,30,2.0,2.0,30.0,30.0,2.0,30.0
12253009,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
12289125,31,365,31.0,31.0,365.0,365.0,31.0,365.0
12294596,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12324845,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12399984,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12400338,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12421372,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
12423375,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
12431578,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12433404,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12446479,31,1125,31.0,31.0,2.0,1125.0,31.0,1068.5
12488997,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12494558,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
12513824,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12532661,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
12535607,4,1125,3.0,4.0,1125.0,1125.0,3.9,1125.0
12543010,3,1125,2.0,3.0,1125.0,1125.0,2.8,1125.0
12559067,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12579823,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12581800,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12600421,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12603290,2,28,2.0,2.0,28.0,28.0,2.0,28.0
12623775,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
12623839,1,45,1.0,1.0,1125.0,1125.0,1.0,1125.0
12634006,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12637339,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12643387,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12646701,3,365,3.0,3.0,365.0,365.0,3.0,365.0
12650953,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12656977,32,210,32.0,32.0,210.0,210.0,32.0,210.0
12678029,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12758628,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
12758931,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0
12784285,2,5,2.0,2.0,1125.0,1125.0,2.0,1125.0
12794738,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12833258,7,31,7.0,7.0,31.0,31.0,7.0,31.0
12850682,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12851881,1,1125,1.0,3.0,1125.0,1125.0,1.7,1125.0
12865283,1,1125,1.0,7.0,1125.0,1125.0,1.7,1125.0
12866552,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12866878,31,500,31.0,31.0,500.0,500.0,31.0,500.0
12869982,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12882293,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12885229,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12886507,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
12890956,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12902944,365,600,365.0,365.0,600.0,600.0,365.0,600.0
12902969,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12916338,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0
12926545,3,1125,1.0,3.0,1125.0,1125.0,2.4,1125.0
12935921,1,60,1.0,1.0,60.0,60.0,1.0,60.0
12948696,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
12973607,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
13001509,7,180,7.0,7.0,180.0,180.0,7.0,180.0
13005087,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0
13030607,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13038149,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
13063902,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0
13077178,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13078902,31,500,31.0,31.0,500.0,500.0,31.0,500.0
13096118,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13096614,5,60,5.0,5.0,60.0,60.0,5.0,60.0
13112085,1,7,1.0,1.0,7.0,7.0,1.0,7.0
13112324,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13138525,31,45,31.0,31.0,45.0,45.0,31.0,45.0
13149363,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13153398,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13199849,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13207086,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
13208131,2,365,2.0,4.0,365.0,365.0,3.2,365.0
13215892,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13227010,31,180,31.0,31.0,180.0,180.0,31.0,180.0
13247788,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
13313002,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13316914,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13330903,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13342086,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13390535,31,1125,31.0,31.0,5.0,1125.0,31.0,1046.0
13410561,31,31,31.0,31.0,1125.0,1125.0,31.0,1125.0
13417691,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
13487361,31,35,31.0,31.0,35.0,35.0,31.0,35.0
13491888,4,1125,3.0,5.0,1125.0,1125.0,4.0,1125.0
13492207,4,1124,4.0,5.0,1125.0,1125.0,4.0,1125.0
13494833,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13501642,20,1125,1.0,20.0,1125.0,1125.0,19.1,1125.0
13513245,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13524358,1,30,1.0,1.0,30.0,30.0,1.0,30.0
13527196,2,28,2.0,2.0,28.0,28.0,2.0,28.0
13529372,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13530889,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13542720,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13570789,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13577736,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13578244,1,1125,1.0,3.0,1125.0,1125.0,1.1,1125.0
13616522,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13620848,33,120,33.0,33.0,120.0,120.0,33.0,120.0
13622959,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
13623770,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13635817,1,1125,1.0,3.0,30.0,1125.0,1.3,1109.9
13641373,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0
13649140,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
13650050,31,32,31.0,31.0,32.0,32.0,31.0,32.0
13657698,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13660126,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13683939,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13685445,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13697918,30,365,30.0,30.0,365.0,365.0,30.0,365.0
13698365,3,365,3.0,3.0,365.0,365.0,3.0,365.0
13727764,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
13747502,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13748008,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13764058,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13788425,1,21,1.0,1.0,21.0,21.0,1.0,21.0
13802298,50,63,50.0,50.0,1125.0,1125.0,50.0,1125.0
13802779,2,29,2.0,2.0,29.0,29.0,2.0,29.0
13809783,4,180,4.0,4.0,1125.0,1125.0,4.0,1125.0
13853404,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13894976,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13913413,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13913758,1,1125,1.0,2.0,1125.0,1125.0,1.6,1125.0
13926632,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
13959404,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13962273,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
13992113,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14027788,2,30,2.0,2.0,30.0,30.0,2.0,30.0
14037354,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14073773,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14083967,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14086586,2,7,2.0,2.0,7.0,7.0,2.0,7.0
14101888,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
14108883,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14117917,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0
14148096,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14184210,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14201057,3,21,3.0,3.0,21.0,21.0,3.0,21.0
14233774,31,120,31.0,31.0,1125.0,1125.0,31.0,1125.0
14236545,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
14236884,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
14239874,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14258587,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14263281,31,60,31.0,31.0,60.0,60.0,31.0,60.0
14264684,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14269695,31,180,31.0,31.0,180.0,180.0,31.0,180.0
14312770,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14313672,31,31,31.0,31.0,31.0,31.0,31.0,31.0
14322493,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14331755,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14333797,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14341370,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
14353375,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
14357248,3,60,3.0,4.0,1125.0,1125.0,3.6,1125.0
14360838,120,120,120.0,120.0,120.0,120.0,120.0,120.0
14374409,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
14421376,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14426673,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14426998,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14444701,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0
14446252,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14447623,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14501592,3,1125,2.0,3.0,1125.0,1125.0,2.6,1125.0
14506047,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14507861,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14520972,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
14548071,31,365,31.0,31.0,365.0,365.0,31.0,365.0
14555537,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14563049,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14590973,31,180,31.0,31.0,180.0,180.0,31.0,180.0
14594639,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14600054,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
14629317,31,182,31.0,31.0,182.0,182.0,31.0,182.0
14669365,3,30,3.0,3.0,30.0,30.0,3.0,30.0
14685847,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
14744997,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14748391,2,20,2.0,2.0,20.0,20.0,2.0,20.0
14767042,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14805243,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
14865465,31,90,31.0,31.0,90.0,90.0,31.0,90.0
14886854,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
14890121,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
14899604,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14913168,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
14918834,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
14944917,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
14981562,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
14982432,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
15007795,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
15014312,2,365,2.0,2.0,365.0,365.0,2.0,365.0
15058397,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
15060731,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
15063053,2,1125,1.0,7.0,1125.0,1125.0,2.2,1125.0
15080581,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0
15081446,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
15092261,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
15115566,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
15132389,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
15143237,31,45,31.0,31.0,45.0,45.0,31.0,45.0
